protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,total_apy_method,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Spark,Ethereum,SUSDS,0.0,,0.0,supply_plus_rewards,,3289204.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,d3694b72-5bc4-44c9-8ab6-1fc7941d216a,DefiLlama,DefiLlama,2026-07-28T12:03:39.569920+00:00
Compound,Ethereum,USDS,4.1154375741984,0.0,4.1154375741984,supply_plus_rewards,4.9861198925856,1831255.132130587,1831255.132130587,1653193.4846535139,90.2739166391964,,,,,,,9,成熟协议/资金利用率驱动,3,0x5d409e56d886231adaf00c8775665ad0f9897b56,Compound API,Compound API,2026-07-28T12:03:53.589922+00:00
Spark,Arbitrum,USDS,3.52,,3.52,supply_plus_rewards,,361210367.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,9d499222-a01a-45bb-bbc9-f01c7923693b,DefiLlama,DefiLlama,2026-07-28T12:03:39.569257+00:00
Spark,Base,USDS,3.52,,3.52,supply_plus_rewards,,11962227.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,aa2d08c0-0abd-4dcf-be93-ff8ca89d01cd,DefiLlama,DefiLlama,2026-07-28T12:03:39.569601+00:00
Compound,Ethereum,USDC,3.1354040685888,0.09572573254418835,3.231129801132988,supply_plus_rewards,3.9193126137072003,344940281.4416052,344940281.4416052,300424273.8553906,87.09455757569069,,,,,,,9,成熟协议/资金利用率驱动,4,0xc3d688b66703497daa19211eedff47f25384cdc3,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-28T12:03:53.589787+00:00
Compound,Ethereum,USDT,3.107603845224,0.10470948652490555,3.212313331748905,supply_plus_rewards,3.8978616530592003,172006604.01313683,172006604.01313683,148480169.29157516,86.32232909600523,,,,,,,9,成熟协议/资金利用率驱动,4,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-28T12:03:53.589902+00:00
Compound,Arbitrum,USDT,1.9570935259295998,0.0,1.9570935259295998,supply_plus_rewards,3.0101151073104,19610145.690489426,19610145.690489426,10660808.215555934,54.36370912754076,,,,,,,9,成熟协议/资金利用率驱动,4,0xd98be00b5d27fc98112bde293e487f8d4ca57d07,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-28T12:03:53.589969+00:00
Compound,Arbitrum,USDC,2.7013112114976,0.0,2.7013112114976,supply_plus_rewards,3.5843617409472,15436676.055494852,15436676.055494852,11583134.565879082,75.0364226196543,,,,,,,9,成熟协议/资金利用率驱动,4,0x9c4ec768c28520b50860ea7a15bd7213a9ff58bf,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-28T12:03:53.589941+00:00
Compound,Base,USDC,3.2311194173856,0.0,3.2311194173856,supply_plus_rewards,3.9931676393471998,8457617.880286707,8457617.880286707,7590992.68266162,89.75331722319585,,,,,,,9,成熟协议/资金利用率驱动,4,0xb125e6687d4313864e53df431d5425969c15eb2f,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-28T12:03:53.589981+00:00
Compound,Base,USDS,1.2718557794592,0.0,1.2718557794592,supply_plus_rewards,2.6776442350511998,458004.50168547576,458004.50168547576,107874.6376027078,23.55288481257317,,,,,,,9,成熟协议/资金利用率驱动,4,0x2c776041ccfe903071af44aa147368a9c8eea518,Compound API,Compound API,2026-07-28T12:03:53.590002+00:00
