protocol,chain,asset,supply_apy_pct,rewards_apy_pct,total_apy_pct,total_apy_method,borrow_apy_pct,tvl_usd,total_supply_usd,total_borrow_usd,utilization_pct,supply_cap_usd,borrow_cap_usd,available_liquidity_usd,can_be_collateral,is_paused,is_frozen,data_completeness,risk_note,safety_rank,pool_id,source_primary,source_tags,updated_at_utc
Spark,Ethereum,USDC,3.52,,3.52,supply_plus_rewards,,273532318.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,c5c74dd1-995c-4445-9d84-3e710bad7d52,DefiLlama,DefiLlama,2026-07-29T12:04:00.986908+00:00
Spark,Ethereum,DAI,2.16853,,2.16853,supply_plus_rewards,,112623862.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,e26ce7d9-db75-4aa4-b1db-cc21ae17bdfb,DefiLlama,DefiLlama,2026-07-29T12:04:00.986944+00:00
Spark,Ethereum,PYUSD,0.29077,,0.29077,supply_plus_rewards,,91133458.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,995b269a-8409-4c55-b97e-868f443b432e,DefiLlama,DefiLlama,2026-07-29T12:04:00.986955+00:00
Spark,Ethereum,SUSDS,0.0,,0.0,supply_plus_rewards,,3289313.0,,,,,,,,,,2,Aave系改造/审计覆盖,2,d3694b72-5bc4-44c9-8ab6-1fc7941d216a,DefiLlama,DefiLlama,2026-07-29T12:04:00.987384+00:00
Compound,Ethereum,USDS,5.484206852856,0.0,5.484206852856,supply_plus_rewards,6.5279125736928,1822920.2308132355,1822920.2308132355,1653429.3108099122,90.70219238381549,,,,,,,9,成熟协议/资金利用率驱动,3,0x5d409e56d886231adaf00c8775665ad0f9897b56,Compound API,Compound API,2026-07-29T12:04:17.516301+00:00
Spark,Arbitrum,USDS,3.52,,3.52,supply_plus_rewards,,360317308.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,9d499222-a01a-45bb-bbc9-f01c7923693b,DefiLlama,DefiLlama,2026-07-29T12:04:00.986887+00:00
Spark,Base,USDS,3.52,,3.52,supply_plus_rewards,,11932652.0,,,,,,,,,,2,Aave系改造/审计覆盖,3,aa2d08c0-0abd-4dcf-be93-ff8ca89d01cd,DefiLlama,DefiLlama,2026-07-29T12:04:00.987149+00:00
Compound,Ethereum,USDC,3.1548786649632,0.09509213038283516,3.2499707953460355,supply_plus_rewards,3.9343394294064,343015718.843954,343015718.843954,300603693.92711526,87.63551853838604,,,,,,,9,成熟协议/资金利用率驱动,4,0xc3d688b66703497daa19211eedff47f25384cdc3,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-29T12:04:17.516156+00:00
Compound,Ethereum,USDT,3.1051879290288,0.10337763135392652,3.2085655603827266,supply_plus_rewards,3.8959975033344003,172103850.70273566,172103850.70273566,148448599.38225618,86.2552203212753,,,,,,,9,成熟协议/资金利用率驱动,4,0x3afdc9bca9213a35503b077a6072f3d0d5ab0840,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-29T12:04:17.516279+00:00
Compound,Arbitrum,USDT,1.9573226570448001,0.0,1.9573226570448001,supply_plus_rewards,3.0102919075871997,19610840.954203337,19610840.954203337,10662450.726597752,54.370073875620726,,,,,,,9,成熟协议/资金利用率驱动,4,0xd98be00b5d27fc98112bde293e487f8d4ca57d07,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-29T12:04:17.516346+00:00
Compound,Arbitrum,USDC,2.7299958935184,0.0,2.7299958935184,supply_plus_rewards,3.6064951595568004,15406682.31258533,15406682.31258533,11683385.357845478,75.83321930318534,,,,,,,9,成熟协议/资金利用率驱动,4,0x9c4ec768c28520b50860ea7a15bd7213a9ff58bf,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-29T12:04:17.516327+00:00
Compound,Base,USDC,5.0155822460592,0.0,5.0155822460592,supply_plus_rewards,6.0000500601648,8399748.484249992,8399748.484249992,7606439.730259113,90.55556390821013,,,,,,,9,成熟协议/资金利用率驱动,4,0xb125e6687d4313864e53df431d5425969c15eb2f,DefiLlama+Compound API,"DefiLlama,Compound API",2026-07-29T12:04:17.516370+00:00
Compound,Base,USDS,1.2777242253984,0.0,1.2777242253984,supply_plus_rewards,2.6830779856128,455893.08001031005,455893.08001031005,107871.45418526052,23.66155976982566,,,,,,,9,成熟协议/资金利用率驱动,4,0x2c776041ccfe903071af44aa147368a9c8eea518,Compound API,Compound API,2026-07-29T12:04:17.516396+00:00
