asset,protocol,chain,total_apy_pct,base_apy_pct,rewards_apy_pct,tvl_usd,source
USDC,centrifuge-protocol,Ethereum,3.71791,3.71791,,172709334.0,DefiLlama API
USCC,superstate-uscc,Ethereum,4.91041,4.91041,,146695060.0,DefiLlama API
USD1,lista-lending,BSC,1.44679,1.44679,0.0,138466353.0,DefiLlama API
USDT,fluid-lending,Ethereum,3.36,1.84,1.52,135299476.0,DefiLlama API
RWAUSDI,multipli.fi,Ethereum,3.888,,,128879343.0,DefiLlama API
TBILL,openeden-tbill,Ethereum,3.23913,3.23913,,128639315.0,DefiLlama API
USDY,ondo-yield-assets,Stellar,3.55,3.55,,124250379.0,DefiLlama API
USYC,circle-usyc,Ethereum,3.0357,3.0357,,119567936.0,DefiLlama API
RWAUSDI,multipli.fi,Base,3.888,,,118254169.0,DefiLlama API
STEAKUSDC,morpho-blue,Ethereum,4.14992,4.14992,0.0,114627891.0,DefiLlama API
BUIDL,blackrock-buidl,BSC,3.15122,3.15122,,110132904.0,DefiLlama API
SUSDAT,saturn,Ethereum,12.29215,12.29215,,108079878.0,DefiLlama API
STEAKUSDTBETHENA,morpho-blue,Ethereum,4.98968,1.58968,3.4,105225066.0,DefiLlama API
GTUSDCP,morpho-blue,Ethereum,4.46622,4.46622,0.0,100343277.0,DefiLlama API
STEAKUSDT,morpho-blue,Ethereum,2.51586,2.51586,0.0,94334563.0,DefiLlama API
JUPUSD,jupiter-lend,Solana,5.84499,3.31357,2.53142,90162622.0,DefiLlama API
WSRUSD,reservoir-protocol,Ethereum,4.65326,,,89834857.0,DefiLlama API
USDT,venus-core-pool,BSC,1.99841,1.99841,0.0,89249730.0,DefiLlama API
STCUSD,cap,Ethereum,5.33696,,,86660837.0,DefiLlama API
SKYMONEYUSDTSAVINGS,morpho-blue,Ethereum,3.12767,2.49208,0.63559,81098907.0,DefiLlama API
SUSDF,falcon-finance,Ethereum,4.79657,4.79657,,79578280.0,DefiLlama API
MSUSD,mainstreet,Ethereum,11.99648,11.99648,0.0,78158464.0,DefiLlama API
U,lista-lending,BSC,0.45582,0.45582,0.0,78093046.0,DefiLlama API
SAVUSD,avant-avusd,Avalanche,8.60892,8.60892,,76788617.0,DefiLlama API
SDAI,sdai,Gnosis,4.12806,4.12806,,74422961.0,DefiLlama API
GTUSDA,gauntlet,Base,4.29305,4.29305,,66856276.0,DefiLlama API
USDT,justlend,Tron,2.08227,2.08227,0.0,66602325.0,DefiLlama API
SFRAX,frax,Ethereum,1.24978,1.24978,,65059190.0,DefiLlama API
STUSDT,stusdt,Tron,3.556,,,63004959.0,DefiLlama API
STEAKEURCV,morpho-blue,Ethereum,3.0,3.0,0.0,60024611.0,DefiLlama API
SRUSDE,strata-markets,Ethereum,3.01378,3.01378,,59026344.0,DefiLlama API
SIUSD,infinifi,Ethereum,6.23868,6.23868,,53267172.0,DefiLlama API
SKYMONEYUSDSFLAGSHIP,morpho-blue,Ethereum,4.39415,0.46834,3.92581,52145567.0,DefiLlama API
SENPYUSDPRIMEV2,morpho-blue,Ethereum,8.37885,2.37885,6.0,51640293.0,DefiLlama API
FXUSDSTABILITYPOOLV20,fx-protocol,Ethereum,6.86,,,51091720.0,DefiLlama API
SUSDU,unitas,BSC,9.9681,9.9681,,49999843.0,DefiLlama API
USDC,fluid-lending,Arbitrum,4.85,4.85,,48545859.0,DefiLlama API
PLASMAUSD,veda,Plasma,3.54624,3.3907,0.15554,45563293.0,DefiLlama API
USDC,avantis,Base,11.51356,11.51356,,45021659.0,DefiLlama API
USDC,ember-protocol,Ethereum,12.51626,12.51626,,43628761.0,DefiLlama API
GTUSDC,morpho-blue,Ethereum,4.36561,4.36561,0.0,39520903.0,DefiLlama API
USDC,fluid-lite,Ethereum,7.72,,,38816340.0,DefiLlama API
USD1,dolomite,Ethereum,9.3587,3.39126,5.96744,38570312.0,DefiLlama API
USDC,goldfinch,Ethereum,9.9797,9.9797,,37242107.0,DefiLlama API
PUSDC,morpho-blue,Base,4.48496,4.48496,0.0,36928740.0,DefiLlama API
XUSDC,multipli.fi,Ethereum,3.06,,,36526886.0,DefiLlama API
LIQUIDUSD,ether.fi-liquid,Ethereum,4.78884,4.78884,,36153330.0,DefiLlama API
USCC,superstate-uscc,Solana,4.91041,4.91041,,35739934.0,DefiLlama API
BBQUSDC,morpho-blue,Ethereum,5.08565,5.08565,0.0,34733827.0,DefiLlama API
VUSD,curvance,Monad,0.5,0.0,0.5,34703503.0,DefiLlama API
YUSD,aegis-yusd,Ethereum,3.67,,,34065291.0,DefiLlama API
USDO,openeden-usdo,Ethereum,3.10272,3.10272,,33174004.0,DefiLlama API
STEAKUSDC,morpho-blue,Katana,3.93877,2.47151,1.46726,32734015.0,DefiLlama API
SFRXUSD,frax,Ethereum,4.04942,4.04942,,32406805.0,DefiLlama API
FEUSDC2,morpho-blue,Hyperliquid L1,5.6652,5.6652,0.0,32198094.0,DefiLlama API
ARMUSDCS,morpho-blue,Ethereum,4.51722,4.51722,0.0,30152327.0,DefiLlama API
ALPHAUSDCDELTAV2,morpho-blue,Ethereum,8.2612,8.2612,0.0,30032538.0,DefiLlama API
